id,title,programme,opening_date,deadline,funding_amount,funding_source,official_link,document_link,eligible_applicants,applicant_eligibility_status,partnership_requirements,other_requirements,summary,themes,geography,relevance_score,relevance_category,relevance_explanation,deadline_status
eu-ft-horizon-widera-2027-05-era-03,Pillar III: Science comes to town 2029,Horizon Europe,2026-12-08,2027-03-11,"€6,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-widera-2027-05-era-03,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Pillar III: Science comes to town 2029 publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-widera-2027-05-era-05,"Pillar IV: Upgrading the EU’s independent knowledge on China's Science, Technology and Innovation system",Horizon Europe,2026-12-08,2027-03-11,"€3,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-widera-2027-05-era-05,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Pillar IV: Upgrading the EU’s independent knowledge on China's Science, Technology and Innovation system publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl4-2027-04-digital-emerging-04,"Apply AI: Challenge-Driven AI Innovation Booster in Apply AI prioritised sectors (RIA) (Partnership in AI, Data and Robotics)",Horizon Europe,2026-11-17,2027-03-18,"€42,000,000 total; até €14,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl4-2027-04-digital-emerging-04,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Apply AI: Challenge-Driven AI Innovation Booster in Apply AI prioritised sectors (RIA) (Partnership in AI, Data and Robotics) publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl5-2027-02-d3-08,"Co-funding Strategic Energy Technology (SET) Plan renewable fuel value chains at EU, national, regional, and local level",Horizon Europe,2026-12-03,2027-03-31,"€30,000,000 total; até €30,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl5-2027-02-d3-08,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Co-funding Strategic Energy Technology (SET) Plan renewable fuel value chains at EU, national, regional, and local level publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl6-2027-02-climate-01-two-stage,Open topic: Innovative solutions for the European Water Resilience Strategy,Horizon Europe,2027-02-04,2027-04-08,"€11,000,000 total; até €5,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-02-climate-01-two-stage,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Open topic: Innovative solutions for the European Water Resilience Strategy publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl6-2027-02-farm2fork-02-two-stage,Optimising the water-nutrient-energy nexus for sustainable and climate smart agriculture in Africa (FNSSA),Horizon Europe,2027-02-04,2027-04-08,"€12,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-02-farm2fork-02-two-stage,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Optimising the water-nutrient-energy nexus for sustainable and climate smart agriculture in Africa (FNSSA) publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-hlth-2027-01-disease-10,Prevention and management of chronic non-communicable diseases in children and young people (GACD),Horizon Europe,2027-02-10,2027-04-13,"€11,800,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-hlth-2027-01-disease-10,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Prevention and management of chronic non-communicable diseases in children and young people (GACD) publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl2-2027-02-transfo-09-two-stage,Improving socio-economic outcomes for persons with dementia and informal caregivers,Horizon Europe,2027-03-02,2027-05-04,"€16,000,000 total; até €3,200,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2027-02-transfo-09-two-stage,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Improving socio-economic outcomes for persons with dementia and informal caregivers publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl6-2027-03-governance-03,International dimension of the circular bio-based economy: seeking win-win opportunities,Horizon Europe,2027-02-04,2027-05-11,"€3,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-03-governance-03,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso International dimension of the circular bio-based economy: seeking win-win opportunities publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-infra-2027-tech-01-02,Pioneering Destination Earth for a Sustainable Future: Large-Scale Pilots and Demonstrators,Horizon Europe,2027-03-09,2027-06-15,"€30,000,000 total; até €12,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-infra-2027-tech-01-02,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Pioneering Destination Earth for a Sustainable Future: Large-Scale Pilots and Demonstrators publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-miss-2027-01-clima-01,Demonstrating transformative solutions to increase cross-border climate resilience,Horizon Europe,2027-02-09,2027-09-21,"€72,323,812 total; até €15,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2027-01-clima-01,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Demonstrating transformative solutions to increase cross-border climate resilience publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-miss-2027-01-clima-02,Researching and applying the potential of Artificial Intelligence to foster climate resilience at the regional and local levels,Horizon Europe,2027-02-09,2027-09-21,"€12,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2027-01-clima-02,"",Municípios ou autoridades locais,known,"","","Aviso Researching and applying the potential of Artificial Intelligence to foster climate resilience at the regional and local levels publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl6-2027-01-circbio-07,Improving biomass flows for a sustainable and circular bioeconomy,Horizon Europe,2027-04-20,2027-09-22,"€14,000,000 total; até €7,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-01-circbio-07,"",Municípios ou autoridades locais,known,"","","Aviso Improving biomass flows for a sustainable and circular bioeconomy publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl6-2027-01-zeropollution-01,Replacing hazardous substances in biocidal products,Horizon Europe,2027-04-20,2027-09-22,"€12,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-01-zeropollution-01,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Replacing hazardous substances in biocidal products publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl2-2027-01-transfo-03,Rethinking sustainable competitiveness beyond traditional perspectives: role and contribution of the Social Economy,Horizon Europe,2027-05-13,2027-09-23,"€12,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2027-01-transfo-03,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Rethinking sustainable competitiveness beyond traditional perspectives: role and contribution of the Social Economy publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl6-2027-02-farm2fork-07,Towards commercialization of food systems microbiome solutions,Horizon Europe,2027-04-20,2027-09-23,"€15,500,000 total; até €8,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-02-farm2fork-07,"",Entidades públicas,known,"","","Aviso Towards commercialization of food systems microbiome solutions publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl5-2027-06-d6-05,European CCAM knowledge hub and tools for safe and scalable deployment (CCAM Partnership),Horizon Europe,2027-06-03,2027-10-07,"€4,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl5-2027-06-d6-05,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso European CCAM knowledge hub and tools for safe and scalable deployment (CCAM Partnership) publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl3-2027-01-fct-05,Effective and evidence-based responses to the increased availability and use of synthetic drugs and stimulants in Europe,Horizon Europe,2027-05-05,2027-11-04,"€8,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2027-01-fct-05,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Effective and evidence-based responses to the increased availability and use of synthetic drugs and stimulants in Europe publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl3-2027-01-drs-03,Enhancing decision support system for disaster crises: leveraging emerging technologies for improved civil preparedness and crisis management,Horizon Europe,2027-05-05,2027-11-04,"€9,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2027-01-drs-03,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Enhancing decision support system for disaster crises: leveraging emerging technologies for improved civil preparedness and crisis management publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl3-2027-01-drs-04,Enhancing preparedness for large-scale cross-border disasters,Horizon Europe,2027-05-05,2027-11-04,"€8,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2027-01-drs-04,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Enhancing preparedness for large-scale cross-border disasters publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-cl3-2027-01-fct-01,Online harms detection and investigation tools using a short development cycle model,Horizon Europe,2027-05-05,2027-11-04,"€7,833,000 total; até €7,833,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2027-01-fct-01,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Online harms detection and investigation tools using a short development cycle model publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eu-ft-horizon-neb-2027-01-regen-01,"Combining conventional and innovative construction materials, products and techniques for sustainable and beautiful buildings",Horizon Europe,2027-05-05,2027-12-01,"€12,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2027-01-regen-01,"",Municípios ou autoridades locais,known,"","","Aviso Combining conventional and innovative construction materials, products and techniques for sustainable and beautiful buildings publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",55,A investigar,Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas.,Prazo com margem
eui-dut-call-2026-a-funding-opportunity-for-transformative-urban-research-and-innova,DUT Call 2026 - A funding opportunity for transformative urban research and innovation,European Urban Initiative,,2026-11-17,"€1,000,000",European Urban Initiative,https://dutpartnership.eu/calls/dut-call-2026,"","",unknown,Confirm partnership requirements in the official call.,Open · &nbsp; grant Funding support :&nbsp; Around €1-2 million Find out more,Resumo limitado; consultar a página oficial da oportunidade.,climate; community_development,"{""scope""=>""unknown"", ""areas""=>[]}",39,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-6-2024-aviso-a-implementacao-do-projeto-1bilhete-pt,Aviso n.º 1/2025 – Apoio à Descarbonização e Digitalização do Setor do Táxi,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-6-2024-aviso-a-implementacao-do-projeto-1bilhete-pt/,https://www.imt-ip.pt/wp-content/uploads/2025/11/Aviso_N.o_1_2025_Apoio_a_Descarbonizacao_e_Digitalizacao_do_Setor_do_Taxi_v3.pdf,Entidades privadas,known,Confirmar os requisitos de parceria no aviso oficial.,"",Resumo limitado; consultar a documentação oficial da oportunidade.,climate; digital_public_services; environment; inclusion; mobility,"{""scope""=>""unknown"", ""areas""=>[]}",36,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-1-2026-apoio-ao-desenvolvimento-de-projetos-piloto-,Aviso n.º 1/2026 – Apoio ao Desenvolvimento de Projetos Piloto de Logística Urbana,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-1-2026-apoio-ao-desenvolvimento-de-projetos-piloto-de-logistica-urbana/,https://www.imt-ip.pt/wp-content/uploads/2026/07/Aviso_n.o_1_2026_Apoio_ao_Desenvolvimento_de_Projetos_Piloto_de_Logistica_Urbana.pdf,Entidades privadas,known,Confirmar os requisitos de parceria no aviso oficial.,"",Resumo limitado; consultar a documentação oficial da oportunidade.,climate; community_development; digital_public_services; environment; inclusion; mobility; public_space,"{""scope""=>""unknown"", ""areas""=>[]}",36,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
imt-mobility-https-www-imt-ip-pt-concurso-https-www-imt-ip-pt-wp-content-uploads-2025-06-aviso-n-o-2-20,Aviso n.º 2/2025 – Apoio à Modernização de Paragens de Transporte Público,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/https-www-imt-ip-pt-wp-content-uploads-2025-06-aviso_n-o_2_2025_v2-pdf/,https://www.imt-ip.pt/wp-content/uploads/2025/01/Aviso_N.o_2_2025_Abrigos_v3.pdf,Entidades privadas,known,Confirmar os requisitos de parceria no aviso oficial.,"",Resumo limitado; consultar a documentação oficial da oportunidade.,climate; digital_public_services; environment; inclusion; mobility; public_space,"{""scope""=>""unknown"", ""areas""=>[]}",36,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-2-2026-apoio-a-implementacao-de-medidas-de-melhoria,Aviso n.º 2/2026 – Apoio à Implementação de Medidas de Melhoria da Mobilidade Escolar,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-2-2026-apoio-a-implementacao-de-medidas-de-melhoria-da-mobilidade-escolar/,https://www.imt-ip.pt/wp-content/uploads/2026/07/Aviso_2_2026_Apoio_a_Implementacao_de_Medidas_de_Melhoria_da_Mobilidade_Escolar.pdf,Entidades privadas,known,Confirmar os requisitos de parceria no aviso oficial.,"",Resumo limitado; consultar a documentação oficial da oportunidade.,climate; community_development; digital_public_services; environment; inclusion; mobility,"{""scope""=>""unknown"", ""areas""=>[]}",36,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-3-2025-apoio-a-implementacao-de-medidas-de-melhoria,Aviso n.º 3/2025 – Apoio à Implementação de Medidas de Melhoria da Mobilidade Escolar,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-3-2025-apoio-a-implementacao-de-medidas-de-melhoria-da-mobilidade-escolar-2/,https://www.imt-ip.pt/wp-content/uploads/2025/04/Aviso-3_2025-MobilidadeEscolar.pdf,Entidades privadas,known,Confirmar os requisitos de parceria no aviso oficial.,"",Resumo limitado; consultar a documentação oficial da oportunidade.,climate; community_development; digital_public_services; environment; inclusion; mobility,"{""scope""=>""unknown"", ""areas""=>[]}",36,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-3-2026-apoio-a-descarbonizacao-do-setor-do-taxi,Aviso n.º 3/2026 – Apoio à Descarbonização do Setor do Táxi,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-3-2026-apoio-a-descarbonizacao-do-setor-do-taxi/,https://www.imt-ip.pt/wp-content/uploads/2026/07/Aviso_N.o_3_2026_Apoio_a_Descarbonizacao_do_Setor_do_Taxis.pdf,Entidades privadas,known,Confirmar os requisitos de parceria no aviso oficial.,"",Resumo limitado; consultar a documentação oficial da oportunidade.,climate; digital_public_services; environment; inclusion; mobility,"{""scope""=>""unknown"", ""areas""=>[]}",36,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-4-2025-apoio-a-aquisicao-de-tacografos-digitais-2-g,Aviso n.º 4/2025 – Apoio à Aquisição de Tacógrafos Digitais de 2ª Geração,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-4-2025-apoio-a-aquisicao-de-tacografos-digitais-2-geracao/,https://www.imt-ip.pt/wp-content/uploads/2025/09/Aviso_4_2025_ApoioAquisicaoDeTacografosDigitaisDe_2a_Geracao_v2.pdf,Entidades privadas,known,Confirmar os requisitos de parceria no aviso oficial.,"",Resumo limitado; consultar a documentação oficial da oportunidade.,climate; digital_public_services; environment; inclusion; mobility,"{""scope""=>""unknown"", ""areas""=>[]}",36,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-5-2025-apoio-a-aquisicao-de-contadores-automaticos-,Aviso n.º 5/2025 – Apoio à Aquisição de Contadores Automáticos de Modos Ativos de Transporte,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-5-2025-apoio-a-aquisicao-de-contadores-automaticos-de-modos-ativos-de-transporte/,https://www.imt-ip.pt/wp-content/uploads/2026/01/Aviso_5_2025_ApoioAquisicaoDeContadoresAutomaticosDeModosAtivosDeTransporte.pdf,Entidades privadas,known,Confirmar os requisitos de parceria no aviso oficial.,"",Resumo limitado; consultar a documentação oficial da oportunidade.,climate; digital_public_services; environment; inclusion; mobility,"{""scope""=>""unknown"", ""areas""=>[]}",36,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
imt-mobility-https-www-imt-ip-pt-concurso-aviso-no-4-2026-apoio-a-recuperacao-e-instalacao-de-infraestr,Aviso nº 4/2026 – Apoio à Recuperação e Instalação de Infraestruturas de Mobilidade e Transportes,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-no-4-2026-apoio-a-recuperacao-e-instalacao-de-infraestruturas-de-mobilidade-e-transportes/,https://www.imt-ip.pt/wp-content/uploads/2026/08/Aviso_4_2026_Apoio-a-Recuperacao-e-Instalacao-de-Infraestruturas-de-Mobilidade-e-Transportes-1.pdf,Entidades privadas,known,Confirmar os requisitos de parceria no aviso oficial.,"",Resumo limitado; consultar a documentação oficial da oportunidade.,climate; digital_public_services; environment; inclusion; mobility,"{""scope""=>""unknown"", ""areas""=>[]}",36,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
imt-mobility-https-www-imt-ip-pt-concurso-aviso-no-5-2026-apoio-a-digitalizacao-e-normalizacao-de-dados,Aviso nº 5/2026 – Apoio à Digitalização e Normalização de Dados de Transporte Público,Fundo para a Mobilidade e Transportes,,,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-no-5-2026-apoio-a-digitalizacao-e-normalizacao-de-dados-de-transporte-publico/,https://www.imt-ip.pt/wp-content/uploads/2026/08/Aviso_5_2026_Apoio-a-Digitalizacao-e-Normalizacao-de-Dados-de-Transporte-Publico.pdf,Entidades privadas,known,Confirmar os requisitos de parceria no aviso oficial.,"",Resumo limitado; consultar a documentação oficial da oportunidade.,climate; digital_public_services; environment; inclusion; mobility,"{""scope""=>""unknown"", ""areas""=>[]}",36,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eui-call-for-twin-cities-cohort-2,Call for Twin Cities Cohort 2,European Urban Initiative,,,"",European Urban Initiative,https://netzerocities.eu/twinning-learning-programme/,"","",unknown,Confirm partnership requirements in the official call.,Open · &nbsp; other Find out more,Resumo limitado; consultar a página oficial da oportunidade.,community_development,"{""scope""=>""unknown"", ""areas""=>[]}",31,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
